episode,steps,episode_reward_sum,episode_reward_avg,episode_loss_avg,epsilon
1,50,0.0,0.0,0.0,1.0
2,50,0.0,0.0,0.0017631950303621125,0.8307187014821328
3,50,0.0,0.0,9.396921142979409e-05,0.6465587967553006
4,50,0.0,0.0,4.1775033819249077e-05,0.5032248303978422
5,50,0.0,0.0,4.613834693145691e-07,0.39166620452737816
