episode,iteration,reward,loss,done
1,1,-0.09657836622095597,0.0,False
1,2,-0.08084556740931743,0.0,False
1,3,-0.25,0.0,False
1,4,-0.0840066275966592,0.0,False
1,5,-0.09657836622095597,0.0,False
1,6,-0.13339232775562082,0.0,False
1,7,-0.14736565930045692,0.0,False
1,8,-0.16400836535805874,0.0,False
1,9,-0.14705392593294217,0.0,False
1,10,-0.08775120921948684,0.0,False
1,11,0.0,0.0,False
1,12,-0.13919736718337042,0.0,False
1,13,-0.07772594534473044,0.0,False
1,14,-0.12346701139042368,0.0,False
1,15,-0.0645474473576861,0.0,False
1,16,-0.09629814104998698,0.0,False
1,17,-0.07772594534473044,0.0,False
1,18,-0.07772594534473044,0.0,False
1,19,-0.0645474473576861,0.0,False
1,20,-0.13339232775562082,0.0,False
1,21,-0.059160181777379264,0.0,False
1,22,-0.25,0.0,False
1,23,-0.17491178937609678,0.0,False
1,24,-0.11998664948412067,0.0,False
1,25,-0.10893144264696938,0.0,False
1,26,-0.08084556740931743,0.0,False
1,27,-0.037862323242461436,0.0,False
1,28,-0.08345489630059993,0.0,False
1,29,-0.13907838597177913,0.0,False
1,30,-0.09629814104998698,0.0,False
1,31,-0.17491178937609678,0.0,False
1,32,-0.1397802415541798,0.0,False
1,33,-0.13339232775562082,0.0,False
1,34,-0.17491178937609678,0.0,False
1,35,0.0,0.0,False
1,36,-0.059160181777379264,0.0,False
1,37,-0.0645474473576861,0.0,False
1,38,-0.037862323242461436,0.0,False
1,39,-0.17491178937609678,0.0,False
1,40,-0.1172596195394145,0.0,False
1,41,-0.10117530635093742,0.0,False
1,42,-0.13919736718337042,0.0,False
1,43,-0.10893144264696938,0.0,False
1,44,-0.10893144264696938,0.0,False
1,45,-0.09657836622095597,0.0,False
1,46,-0.14736565930045692,0.0,False
1,47,-0.16400836535805874,0.0,False
1,48,-0.0645474473576861,0.0,False
1,49,-0.09629814104998698,0.0,False
1,50,-0.10117530635093742,0.0,False
1,51,-0.12263752156120779,0.0,False
1,52,-0.013657378948618187,0.0,False
