iteration,path_name,manual_chosen_router,manual_chosen_avg
1,path_Router20_to_Router2,Router14,0.8685665484734283
2,path_Router20_to_Router2,Router14,0.8507657667836566
3,path_Router20_to_Router2,Router8,0.8310534541913857
4,path_Router20_to_Router2,Router14,0.9309142668286317
5,path_Router20_to_Router2,Router14,0.8207749475517555
6,path_Router20_to_Router2,Router8,0.8600212014882643
7,path_Router20_to_Router2,Router14,0.8595328983505595
8,path_Router20_to_Router2,Router14,0.9113440346425695
9,path_Router20_to_Router2,Router8,0.8534502308210323
10,path_Router20_to_Router2,Router8,0.8340073838203506
11,path_Router20_to_Router2,Router8,0.8344540711676207
12,path_Router20_to_Router2,Router8,0.8410990470819362
13,path_Router20_to_Router2,Router14,0.9027582649414256
14,path_Router20_to_Router2,Router14,0.8871393359083581
15,path_Router20_to_Router2,Router14,0.8483949195987783
16,path_Router20_to_Router2,Router14,0.8698708234090511
17,path_Router20_to_Router2,Router14,0.8821591920769382
18,path_Router20_to_Router2,Router14,0.8371998900866064
19,path_Router20_to_Router2,Router14,0.867826324401883
20,path_Router20_to_Router2,Router14,0.8371731499389258
21,path_Router20_to_Router2,Router14,0.8864573313361352
22,path_Router20_to_Router2,Router14,0.8530206899486282
23,path_Router20_to_Router2,Router14,0.87989919218001
24,path_Router20_to_Router2,Router14,0.8681461161166683
25,path_Router20_to_Router2,Router8,0.8439262407584984
26,path_Router20_to_Router2,Router14,0.8704977310345791
27,path_Router20_to_Router2,Router14,0.9097649264409995
28,path_Router20_to_Router2,Router8,0.8525625385528768
29,path_Router20_to_Router2,Router14,0.8446694340937193
30,path_Router20_to_Router2,Router14,0.8662431225157776
31,path_Router20_to_Router2,Router14,0.828284452448332
32,path_Router20_to_Router2,Router14,0.9015901446580437
33,path_Router20_to_Router2,Router14,0.8520001594182314
34,path_Router20_to_Router2,Router14,0.8626038593971717
35,path_Router20_to_Router2,Router14,0.8738087870404119
36,path_Router20_to_Router2,Router14,0.8261358676127071
37,path_Router20_to_Router2,Router14,0.8523964021162297
38,path_Router20_to_Router2,Router14,0.8838886875631669
39,path_Router20_to_Router2,Router14,0.8774254797728772
40,path_Router20_to_Router2,Router14,0.833736152409693
41,path_Router20_to_Router2,Router14,0.8806576574528703
42,path_Router20_to_Router2,Router14,0.8394474049004941
43,path_Router20_to_Router2,Router14,0.8193722198862418
44,path_Router20_to_Router2,Router14,0.8713889917430881
45,path_Router20_to_Router2,Router8,0.8396195266198464
46,path_Router20_to_Router2,Router14,0.8507709593020713
47,path_Router20_to_Router2,Router8,0.8428193807759939
48,path_Router20_to_Router2,Router14,0.8438246649155454
49,path_Router20_to_Router2,Router14,0.8346793139203642
50,path_Router20_to_Router2,Router14,0.8611168206504265
51,path_Router20_to_Router2,Router14,0.8700049248337918
52,path_Router20_to_Router2,Router14,0.8510966890842666
53,path_Router20_to_Router2,Router14,0.8596489697170416
54,path_Router20_to_Router2,Router14,0.869953727944053
55,path_Router20_to_Router2,Router14,0.8518473986819299
56,path_Router20_to_Router2,Router14,0.8575104115856195
57,path_Router20_to_Router2,Router14,0.8682120490919121
58,path_Router20_to_Router2,Router14,0.8683151469856851
59,path_Router20_to_Router2,Router14,0.8303583327050419
60,path_Router20_to_Router2,Router14,0.8435370994747873
61,path_Router20_to_Router2,Router14,0.8585947247766754
62,path_Router20_to_Router2,Router14,0.8881901893336452
63,path_Router20_to_Router2,Router14,0.8511425121523145
64,path_Router20_to_Router2,Router8,0.8739927919615091
65,path_Router20_to_Router2,Router14,0.8601195265867077
66,path_Router20_to_Router2,Router14,0.8730416382324282
67,path_Router20_to_Router2,Router14,0.8480212554851168
68,path_Router20_to_Router2,Router14,0.8625489094794505
69,path_Router20_to_Router2,Router14,0.8061699100017222
70,path_Router20_to_Router2,Router14,0.8754662442473758
71,path_Router20_to_Router2,Router14,0.8739553010100888
72,path_Router20_to_Router2,Router14,0.8642155888716025
73,path_Router20_to_Router2,Router14,0.889784224905474
74,path_Router20_to_Router2,Router14,0.8730664644111817
75,path_Router20_to_Router2,Router14,0.846290936704206
76,path_Router20_to_Router2,Router14,0.8139913166384005
77,path_Router20_to_Router2,Router14,0.8670695818453333
78,path_Router20_to_Router2,Router14,0.891348751254493
79,path_Router20_to_Router2,Router8,0.8574889306290366
80,path_Router20_to_Router2,Router14,0.8618031408890756
81,path_Router20_to_Router2,Router14,0.82835292716289
82,path_Router20_to_Router2,Router14,0.8482086465333832
83,path_Router20_to_Router2,Router14,0.8544863540081563
84,path_Router20_to_Router2,Router14,0.8643502897008623
85,path_Router20_to_Router2,Router14,0.9171338887106615
86,path_Router20_to_Router2,Router14,0.8758147983166582
87,path_Router20_to_Router2,Router14,0.8344863532828489
88,path_Router20_to_Router2,Router8,0.8477409192255588
89,path_Router20_to_Router2,Router14,0.8744638248800668
90,path_Router20_to_Router2,Router14,0.8901198079034693
91,path_Router20_to_Router2,Router14,0.8856639005308707
92,path_Router20_to_Router2,Router14,0.874981346254941
93,path_Router20_to_Router2,Router8,0.8594339622641509
94,path_Router20_to_Router2,Router14,0.8994843186589467
95,path_Router20_to_Router2,Router14,0.8324882748656345
96,path_Router20_to_Router2,Router14,0.8739235051244669
97,path_Router20_to_Router2,Router14,0.8326631502621072
98,path_Router20_to_Router2,Router14,0.8632938942196045
99,path_Router20_to_Router2,Router14,0.8657021362049047
100,path_Router20_to_Router2,Router14,0.8777988705172537
