iteration,policy,selected_router_index,selected_router_name,reward,latency_ms,chr,episode
31,Baseline,0,Router1,0.0,0.0,0.0,2
32,Baseline,0,Router1,0.0,0.0,0.0,2
33,Baseline,0,Router1,0.0,0.0,0.0,2
34,Baseline,0,Router1,0.0,0.0,0.0,2
35,Baseline,0,Router1,0.0,0.0,0.0,2
36,Baseline,0,Router1,0.0,0.0,0.0,2
37,Baseline,0,Router1,0.0,0.0,0.0,2
38,Baseline,0,Router1,0.0,0.0,0.0,2
39,Baseline,0,Router1,0.0,0.0,0.0,2
40,Baseline,0,Router1,0.0,0.0,0.0,2
41,Baseline,0,Router1,0.0,0.0,0.0,2
42,Baseline,0,Router1,0.0,0.0,0.0,2
43,Baseline,0,Router1,0.0,0.0,0.0,2
44,Baseline,0,Router1,0.0,0.0,0.0,2
45,Baseline,0,Router1,0.0,0.0,0.0,2
46,Baseline,0,Router1,0.0,0.0,0.0,2
47,Baseline,0,Router1,0.0,0.0,0.0,2
48,Baseline,0,Router1,0.0,0.0,0.0,2
49,Baseline,0,Router1,0.0,0.0,0.0,2
50,Baseline,0,Router1,0.0,0.0,0.0,2
1,Baseline,0,Router1,0.0,0.0,0.0,3
2,Baseline,0,Router1,0.0,0.0,0.0,3
3,Baseline,0,Router1,0.0,0.0,0.0,3
4,Baseline,0,Router1,0.0,0.0,0.0,3
5,Baseline,0,Router1,0.0,0.0,0.0,3
6,Baseline,0,Router1,0.0,0.0,0.0,3
7,Baseline,0,Router1,0.0,0.0,0.0,3
8,Baseline,0,Router1,0.0,0.0,0.0,3
9,Baseline,0,Router1,0.0,0.0,0.0,3
10,Baseline,0,Router1,0.0,0.0,0.0,3
11,Baseline,0,Router1,0.0,0.0,0.0,3
12,Baseline,0,Router1,0.0,0.0,0.0,3
13,Baseline,0,Router1,0.0,0.0,0.0,3
14,Baseline,0,Router1,0.0,0.0,0.0,3
15,Baseline,0,Router1,0.0,0.0,0.0,3
16,Baseline,0,Router1,0.0,0.0,0.0,3
17,Baseline,0,Router1,0.0,0.0,0.0,3
18,Baseline,0,Router1,0.0,0.0,0.0,3
19,Baseline,0,Router1,0.0,0.0,0.0,3
20,Baseline,0,Router1,0.0,0.0,0.0,3
21,Baseline,0,Router1,0.0,0.0,0.0,3
22,Baseline,0,Router1,0.0,0.0,0.0,3
23,Baseline,0,Router1,0.0,0.0,0.0,3
24,Baseline,0,Router1,0.0,0.0,0.0,3
25,Baseline,0,Router1,0.0,0.0,0.0,3
26,Baseline,0,Router1,0.0,0.0,0.0,3
27,Baseline,0,Router1,0.0,0.0,0.0,3
28,Baseline,0,Router1,0.0,0.0,0.0,3
29,Baseline,0,Router1,0.0,0.0,0.0,3
30,Baseline,0,Router1,0.0,0.0,0.0,3
31,Baseline,0,Router1,0.0,0.0,0.0,3
32,Baseline,0,Router1,0.0,0.0,0.0,3
33,Baseline,0,Router1,0.0,0.0,0.0,3
34,Baseline,0,Router1,0.0,0.0,0.0,3
35,Baseline,0,Router1,0.0,0.0,0.0,3
36,Baseline,0,Router1,0.0,0.0,0.0,3
37,Baseline,0,Router1,0.0,0.0,0.0,3
38,Baseline,0,Router1,0.0,0.0,0.0,3
39,Baseline,0,Router1,0.0,0.0,0.0,3
40,Baseline,0,Router1,0.0,0.0,0.0,3
41,Baseline,0,Router1,0.0,0.0,0.0,3
42,Baseline,0,Router1,0.0,0.0,0.0,3
43,Baseline,0,Router1,0.0,0.0,0.0,3
44,Baseline,0,Router1,0.0,0.0,0.0,3
45,Baseline,0,Router1,0.0,0.0,0.0,3
46,Baseline,0,Router1,0.0,0.0,0.0,3
47,Baseline,0,Router1,0.0,0.0,0.0,3
48,Baseline,0,Router1,0.0,0.0,0.0,3
49,Baseline,0,Router1,0.0,0.0,0.0,3
50,Baseline,0,Router1,0.0,0.0,0.0,3
1,RL,0,Router1,0.0,0.0,0.0,1
2,RL,0,Router1,0.0,0.0,0.0,1
3,RL,0,Router1,0.0,0.0,0.0,1
4,RL,0,Router1,0.0,0.0,0.0,1
5,RL,0,Router1,0.0,0.0,0.0,1
6,RL,0,Router1,0.0,0.0,0.0,1
7,RL,0,Router1,0.0,0.0,0.0,1
8,RL,0,Router1,0.0,0.0,0.0,1
9,RL,0,Router1,0.0,0.0,0.0,1
10,RL,0,Router1,0.0,0.0,0.0,1
11,RL,0,Router1,0.0,0.0,0.0,1
12,RL,0,Router1,0.0,0.0,0.0,1
13,RL,0,Router1,0.0,0.0,0.0,1
14,RL,0,Router1,0.0,0.0,0.0,1
15,RL,0,Router1,0.0,0.0,0.0,1
16,RL,0,Router1,0.0,0.0,0.0,1
17,RL,0,Router1,0.0,0.0,0.0,1
18,RL,0,Router1,0.0,0.0,0.0,1
19,RL,0,Router1,0.0,0.0,0.0,1
20,RL,0,Router1,0.0,0.0,0.0,1
21,RL,0,Router1,0.0,0.0,0.0,1
22,RL,0,Router1,0.0,0.0,0.0,1
23,RL,0,Router1,0.0,0.0,0.0,1
24,RL,0,Router1,0.0,0.0,0.0,1
25,RL,0,Router1,0.0,0.0,0.0,1
26,RL,0,Router1,0.0,0.0,0.0,1
27,RL,0,Router1,0.0,0.0,0.0,1
28,RL,0,Router1,0.0,0.0,0.0,1
29,RL,0,Router1,0.0,0.0,0.0,1
30,RL,0,Router1,0.0,0.0,0.0,1
31,RL,0,Router1,0.0,0.0,0.0,1
32,RL,0,Router1,0.0,0.0,0.0,1
33,RL,0,Router1,0.0,0.0,0.0,1
34,RL,0,Router1,0.0,0.0,0.0,1
35,RL,0,Router1,0.0,0.0,0.0,1
36,RL,0,Router1,0.0,0.0,0.0,1
37,RL,0,Router1,0.0,0.0,0.0,1
38,RL,0,Router1,0.0,0.0,0.0,1
39,RL,0,Router1,0.0,0.0,0.0,1
40,RL,0,Router1,0.0,0.0,0.0,1
41,RL,0,Router1,0.0,0.0,0.0,1
42,RL,0,Router1,0.0,0.0,0.0,1
43,RL,0,Router1,0.0,0.0,0.0,1
44,RL,0,Router1,0.0,0.0,0.0,1
45,RL,0,Router1,0.0,0.0,0.0,1
46,RL,0,Router1,0.0,0.0,0.0,1
47,RL,0,Router1,0.0,0.0,0.0,1
48,RL,0,Router1,0.0,0.0,0.0,1
49,RL,0,Router1,0.0,0.0,0.0,1
50,RL,0,Router1,0.0,0.0,0.0,1
1,RL,0,Router1,0.0,0.0,0.0,2
2,RL,0,Router1,0.0,0.0,0.0,2
3,RL,0,Router1,0.0,0.0,0.0,2
4,RL,0,Router1,0.0,0.0,0.0,2
5,RL,0,Router1,0.0,0.0,0.0,2
6,RL,0,Router1,0.0,0.0,0.0,2
7,RL,0,Router1,0.0,0.0,0.0,2
8,RL,0,Router1,0.0,0.0,0.0,2
9,RL,0,Router1,0.0,0.0,0.0,2
10,RL,0,Router1,0.0,0.0,0.0,2
11,RL,0,Router1,0.0,0.0,0.0,2
12,RL,0,Router1,0.0,0.0,0.0,2
13,RL,0,Router1,0.0,0.0,0.0,2
14,RL,0,Router1,0.0,0.0,0.0,2
15,RL,0,Router1,0.0,0.0,0.0,2
16,RL,0,Router1,0.0,0.0,0.0,2
17,RL,0,Router1,0.0,0.0,0.0,2
18,RL,0,Router1,0.0,0.0,0.0,2
19,RL,0,Router1,0.0,0.0,0.0,2
20,RL,0,Router1,0.0,0.0,0.0,2
21,RL,0,Router1,0.0,0.0,0.0,2
22,RL,0,Router1,0.0,0.0,0.0,2
23,RL,0,Router1,0.0,0.0,0.0,2
24,RL,0,Router1,0.0,0.0,0.0,2
25,RL,0,Router1,0.0,0.0,0.0,2
26,RL,0,Router1,0.0,0.0,0.0,2
27,RL,0,Router1,0.0,0.0,0.0,2
28,RL,0,Router1,0.0,0.0,0.0,2
29,RL,0,Router1,0.0,0.0,0.0,2
30,RL,0,Router1,0.0,0.0,0.0,2
31,RL,0,Router1,0.0,0.0,0.0,2
32,RL,0,Router1,0.0,0.0,0.0,2
33,RL,0,Router1,0.0,0.0,0.0,2
34,RL,0,Router1,0.0,0.0,0.0,2
35,RL,0,Router1,0.0,0.0,0.0,2
36,RL,0,Router1,0.0,0.0,0.0,2
37,RL,0,Router1,0.0,0.0,0.0,2
38,RL,0,Router1,0.0,0.0,0.0,2
39,RL,0,Router1,0.0,0.0,0.0,2
40,RL,0,Router1,0.0,0.0,0.0,2
41,RL,0,Router1,0.0,0.0,0.0,2
42,RL,0,Router1,0.0,0.0,0.0,2
43,RL,0,Router1,0.0,0.0,0.0,2
44,RL,0,Router1,0.0,0.0,0.0,2
45,RL,0,Router1,0.0,0.0,0.0,2
46,RL,0,Router1,0.0,0.0,0.0,2
47,RL,0,Router1,0.0,0.0,0.0,2
48,RL,0,Router1,0.0,0.0,0.0,2
49,RL,0,Router1,0.0,0.0,0.0,2
50,RL,0,Router1,0.0,0.0,0.0,2
1,RL,0,Router1,0.0,0.0,0.0,3
2,RL,0,Router1,0.0,0.0,0.0,3
3,RL,0,Router1,0.0,0.0,0.0,3
4,RL,0,Router1,0.0,0.0,0.0,3
5,RL,0,Router1,0.0,0.0,0.0,3
6,RL,0,Router1,0.0,0.0,0.0,3
7,RL,0,Router1,0.0,0.0,0.0,3
8,RL,0,Router1,0.0,0.0,0.0,3
9,RL,0,Router1,0.0,0.0,0.0,3
10,RL,0,Router1,0.0,0.0,0.0,3
11,RL,0,Router1,0.0,0.0,0.0,3
12,RL,0,Router1,0.0,0.0,0.0,3
13,RL,0,Router1,0.0,0.0,0.0,3
14,RL,0,Router1,0.0,0.0,0.0,3
15,RL,0,Router1,0.0,0.0,0.0,3
16,RL,0,Router1,0.0,0.0,0.0,3
17,RL,0,Router1,0.0,0.0,0.0,3
18,RL,0,Router1,0.0,0.0,0.0,3
19,RL,0,Router1,0.0,0.0,0.0,3
20,RL,0,Router1,0.0,0.0,0.0,3
21,RL,0,Router1,0.0,0.0,0.0,3
22,RL,0,Router1,0.0,0.0,0.0,3
23,RL,0,Router1,0.0,0.0,0.0,3
24,RL,0,Router1,0.0,0.0,0.0,3
25,RL,0,Router1,0.0,0.0,0.0,3
26,RL,0,Router1,0.0,0.0,0.0,3
27,RL,0,Router1,0.0,0.0,0.0,3
28,RL,0,Router1,0.0,0.0,0.0,3
29,RL,0,Router1,0.0,0.0,0.0,3
30,RL,0,Router1,0.0,0.0,0.0,3
31,RL,0,Router1,0.0,0.0,0.0,3
32,RL,0,Router1,0.0,0.0,0.0,3
33,RL,0,Router1,0.0,0.0,0.0,3
34,RL,0,Router1,0.0,0.0,0.0,3
35,RL,0,Router1,0.0,0.0,0.0,3
36,RL,0,Router1,0.0,0.0,0.0,3
37,RL,0,Router1,0.0,0.0,0.0,3
38,RL,0,Router1,0.0,0.0,0.0,3
39,RL,0,Router1,0.0,0.0,0.0,3
40,RL,0,Router1,0.0,0.0,0.0,3
41,RL,0,Router1,0.0,0.0,0.0,3
42,RL,0,Router1,0.0,0.0,0.0,3
43,RL,0,Router1,0.0,0.0,0.0,3
44,RL,0,Router1,0.0,0.0,0.0,3
45,RL,0,Router1,0.0,0.0,0.0,3
46,RL,0,Router1,0.0,0.0,0.0,3
47,RL,0,Router1,0.0,0.0,0.0,3
48,RL,0,Router1,0.0,0.0,0.0,3
49,RL,0,Router1,0.0,0.0,0.0,3
50,RL,0,Router1,0.0,0.0,0.0,3
