episode,iteration,reward,loss,done
1,1,0.0,0.0,False
1,2,0.0,0.0,False
1,3,0.0,0.0,False
1,4,0.0,0.0,False
1,5,0.0,0.0,False
1,6,0.0,0.0,False
1,7,0.0,0.0,False
1,8,0.0,0.0,False
1,9,0.0,0.0,False
1,10,0.0,0.0,False
1,11,0.0,0.0,False
1,12,0.0,0.0,False
1,13,-0.056199039052734476,0.0,False
1,14,0.0,0.0,False
1,15,0.0,0.0,False
1,16,0.0,0.0,False
1,17,0.0,0.0,False
1,18,0.0,0.0,False
1,19,0.0,0.0,False
1,20,0.0,0.0,False
1,21,0.0,0.0,False
1,22,0.0,0.0,False
1,23,0.0,0.0,False
1,24,0.0,0.0,False
1,25,0.0,0.0,False
1,26,0.0,0.0,False
1,27,0.0,0.0,False
1,28,0.0,0.0,False
1,29,0.0,0.0,False
1,30,0.0,0.0,False
1,31,0.0,0.0,False
1,32,0.0,0.0,False
1,33,0.0,0.0,False
1,34,0.0,0.0,False
1,35,0.0,0.0,False
1,36,0.0,0.0,False
1,37,0.0,0.0,False
1,38,0.0,0.0,False
1,39,0.0,0.0,False
1,40,0.0,0.0,False
1,41,-0.18734424842088993,0.0,False
1,42,0.0,0.0,False
1,43,0.0,0.0,False
1,44,0.0,0.0,False
1,45,0.0,0.0,False
1,46,0.0,0.0,False
1,47,0.0,0.0,False
1,48,0.0,0.0,False
1,49,0.0,0.0,False
1,50,0.0,0.0,False
1,51,0.0,0.0,False
1,52,0.0,0.0,False
1,53,0.0,0.0,False
1,54,0.0,0.0,False
1,55,0.0,0.0,False
1,56,0.0,0.0,False
1,57,0.0,0.0,False
1,58,0.0,0.0,False
1,59,0.0,0.0,False
1,60,0.0,0.0,False
1,61,0.0,0.0,False
1,62,0.0,0.0,False
1,63,0.0,0.0,False
1,64,0.0,0.00017726860824041069,False
1,65,0.0,0.0010681365383788943,False
1,66,0.0,0.00014835984620731324,False
1,67,0.0,0.00028315302915871143,False
1,68,0.0,0.0005587616469711065,False
1,69,0.0,0.000405242113629356,False
1,70,0.0,0.00013291652430780232,False
1,71,0.0,8.0039695603773e-05,False
1,72,0.0,0.00020282674813643098,False
1,73,0.0,0.0002993415400851518,False
1,74,-0.20918903042851048,0.00023729544773232192,False
1,75,0.0,0.00014054142229724675,False
1,76,0.0,5.128666089149192e-05,False
1,77,0.0,8.358245395356789e-05,False
1,78,0.0,0.00013615340867545456,False
1,79,0.0,0.00016325157776009291,False
1,80,0.0,0.0001516240881755948,False
1,81,0.0,7.561688835266978e-05,False
1,82,0.0,4.722380617749877e-05,False
1,83,0.0,6.153645517770201e-05,False
1,84,0.0,0.00010289670171914622,False
1,85,0.0,0.00010088914859807119,False
1,86,0.0,8.269520913017914e-05,False
1,87,0.0,5.3071413276484236e-05,False
1,88,0.0,3.622135773184709e-05,False
1,89,0.0,3.7675526982638985e-05,False
1,90,0.0,5.870729364687577e-05,False
1,91,0.0,7.259084668476135e-05,False
1,92,0.0,5.173839599592611e-05,False
1,93,0.0,3.0753017199458554e-05,False
1,94,0.0,3.746245420188643e-05,False
1,95,0.0,0.00016346832853741944,False
1,96,0.0,0.0001460814819438383,False
1,97,0.0,0.00013966974802315235,False
1,98,-0.15496044200368525,4.314581019571051e-05,False
1,99,0.0,9.191356366500258e-05,False
1,100,-0.25,3.4293967473786324e-05,True
2,1,0.0,0.00018771229952108115,False
2,2,0.0,0.00017339191981591284,False
2,3,0.0,3.7916950532235205e-05,False
2,4,0.0,0.00015258263738360256,False
2,5,0.0,5.5086478823795915e-05,False
2,6,0.0,3.134388680336997e-05,False
2,7,0.0,3.688005745061673e-05,False
2,8,0.0,0.00011372299195500091,False
2,9,0.0,0.00010391290561528876,False
2,10,0.0,5.1133458327967674e-05,False
2,11,0.0,7.00173550285399e-05,False
2,12,0.0,6.533020496135578e-05,False
2,13,0.0,5.061577758169733e-05,False
2,14,0.0,5.308469189913012e-05,False
2,15,0.0,4.476346293813549e-05,False
2,16,0.0,4.043881199322641e-05,False
2,17,0.0,3.2558891689404845e-05,False
2,18,0.0,3.685166666400619e-05,False
2,19,0.0,4.8371366574428976e-05,False
2,20,0.0,3.1111550924833864e-05,False
2,21,0.0,3.904103141394444e-05,False
2,22,0.0,4.580984023050405e-05,False
2,23,0.0,4.058233025716618e-05,False
2,24,0.0,4.1143412090605125e-05,False
2,25,0.0,4.442036879481748e-05,False
2,26,0.0,3.711161116370931e-05,False
2,27,0.0,3.825831663561985e-05,False
2,28,0.0,3.3183230698341504e-05,False
2,29,0.0,2.7318583306623623e-05,False
2,30,0.0,4.025122325401753e-05,False
2,31,0.0,4.5578191929962486e-05,False
2,32,0.0,4.526225529843941e-05,False
2,33,0.0,4.464995436137542e-05,False
2,34,0.0,4.112977330805734e-05,False
2,35,0.0,3.4622353268787265e-05,False
2,36,0.0,4.3425603507785127e-05,False
2,37,0.0,3.38192330673337e-05,False
2,38,0.0,5.476860678754747e-05,False
2,39,0.0,3.2488827855559066e-05,False
2,40,0.0,3.3867683669086546e-05,False
2,41,0.0,3.991563789895736e-05,False
2,42,0.0,3.063473559450358e-05,False
2,43,0.0,2.494793079677038e-05,False
2,44,0.0,2.4767939976300113e-05,False
2,45,0.0,3.2733642001403496e-05,False
2,46,0.0,2.7659078114083968e-05,False
2,47,0.0,3.979368193540722e-05,False
2,48,0.0,3.38552963512484e-05,False
2,49,0.0,3.3268890547333285e-05,False
2,50,0.0,3.31850751535967e-05,False
2,51,0.0,3.480852683424018e-05,False
2,52,0.0,2.7588992452365346e-05,False
2,53,0.0,2.8737074899254367e-05,False
2,54,0.0,3.146593371639028e-05,False
2,55,0.0,2.2113268641987815e-05,False
2,56,0.0,3.649463542387821e-05,False
2,57,0.0,2.6345349397161044e-05,False
2,58,0.0,3.590389678720385e-05,False
2,59,0.0,3.8171903725015e-05,False
2,60,0.0,2.637745456013363e-05,False
2,61,0.0,2.936055898317136e-05,False
2,62,0.0,2.983159174618777e-05,False
2,63,0.0,2.0420524379005656e-05,False
2,64,0.0,5.3295651014195755e-05,False
2,65,0.0,5.337310358299874e-05,False
2,66,0.0,4.42693053628318e-05,False
2,67,0.0,3.152874705847353e-05,False
2,68,0.0,3.47650347976014e-05,False
2,69,0.0,3.70166490029078e-05,False
2,70,0.0,3.416664549149573e-05,False
2,71,0.0,3.0026740205357783e-05,False
2,72,0.0,4.352633550297469e-05,False
2,73,0.0,3.948222365579568e-05,False
2,74,0.0,2.806444899761118e-05,False
2,75,0.0,2.1123452825122513e-05,False
2,76,0.0,2.2808128051110543e-05,False
2,77,0.0,3.1570882129017264e-05,False
2,78,0.0,4.5306671381695196e-05,False
2,79,0.0,3.736835060408339e-05,False
2,80,0.0,3.722950350493193e-05,False
2,81,0.0,2.8941094569745474e-05,False
2,82,0.0,3.2640389690641314e-05,False
2,83,0.0,2.1854171791346744e-05,False
2,84,0.0,2.6941494070342742e-05,False
2,85,0.0,2.5794219254748896e-05,False
2,86,0.0,2.071486051136162e-05,False
2,87,0.0,2.3748603780404665e-05,False
2,88,0.0,2.4080878574750386e-05,False
2,89,-0.07477953504303363,2.14687916013645e-05,False
2,90,0.0,2.470933395670727e-05,False
2,91,0.0,2.3179491108749062e-05,False
2,92,0.0,2.1156130969757214e-05,False
2,93,0.0,1.5898131096037105e-05,False
2,94,0.0,1.6979811334749684e-05,False
2,95,0.0,2.668933302629739e-05,False
2,96,0.0,1.9626077119028196e-05,False
2,97,0.0,1.3015405784244649e-05,False
2,98,0.0,2.776427209028043e-05,False
2,99,0.0,2.165402111131698e-05,False
2,100,0.0,8.715120202396065e-05,True
3,1,0.0,6.587542884517461e-05,False
3,2,0.0,3.179536361130886e-05,False
3,3,0.0,3.0123366741463542e-05,False
3,4,-0.21113595620811848,6.541537004522979e-05,False
3,5,0.0,2.7170572138857096e-05,False
3,6,0.0,6.218853377504274e-05,False
3,7,0.0,2.2528281988343224e-05,False
3,8,0.0,5.927625170443207e-05,False
3,9,0.0,2.335385579499416e-05,False
3,10,0.0,2.223866613348946e-05,False
3,11,0.0,5.394222534960136e-05,False
3,12,0.0,5.2623829105868936e-05,False
3,13,0.0,4.7003981308080256e-05,False
3,14,0.0,4.6064604248385876e-05,False
3,15,0.0,2.663428313098848e-05,False
3,16,0.0,5.602727469522506e-05,False
3,17,0.0,2.6033943868242204e-05,False
3,18,0.0,2.8428914447431453e-05,False
3,19,0.0,2.8458867745939642e-05,False
3,20,0.0,5.705678267986514e-05,False
3,21,0.0,2.9105294743203558e-05,False
