episode,iteration,selected_router_index,selected_router_name,chr,latency_ms,cache_occupancy,cmba
1,1,8,Router9,0.0,0.0,0.0,0.0
1,2,2,Router3,0.0,0.0,0.0,0.0
1,3,0,Router1,0.0,0.0,0.0,0.0
1,4,0,Router1,0.0,56.309552521251085,0.0,0.0
1,5,6,Router7,0.0,56.613429139887145,0.0,0.0
1,6,6,Router7,0.0,21.695170385741946,0.0,0.0
1,7,1,Router2,0.0,0.0,0.0,0.0
1,8,4,Router5,0.0,68.34596712057662,0.0,0.0
1,9,7,Router8,0.0,56.861409242140375,0.0,0.0
1,10,7,Router8,0.0,51.959788609792426,0.0,0.0
1,11,2,Router3,0.0,53.0695036936728,0.0,0.0
1,12,0,Router1,0.0,39.30820255372973,0.0,0.0
1,13,2,Router3,0.0,20.624869169869978,0.0,0.0
1,14,4,Router5,0.0,0.0,0.0,0.0
1,15,2,Router3,0.0,0.0,0.0,0.0
1,16,7,Router8,0.0,90.14330233525574,0.0,0.0
1,17,4,Router5,0.0,89.37793309376579,0.0,0.0
1,18,6,Router7,0.0,44.692052166272376,0.0,0.0
1,19,9,Router10,0.0,39.54399625198718,0.0,0.0
1,20,4,Router5,0.0,31.857962526477575,0.0,0.0
1,21,9,Router10,0.0,61.03386280125562,0.0,0.0
1,22,9,Router10,0.0,53.63050340299902,0.0,0.0
1,23,1,Router2,0.0,85.67554028840793,0.0,0.0
1,24,7,Router8,0.0,41.382612160236356,0.0,0.0
1,25,3,Router4,0.0,0.0,0.0,0.0
1,26,3,Router4,0.0,57.63871755684469,0.0,0.0
1,27,0,Router1,0.0,60.010250331308605,0.0,0.0
1,28,5,Router6,0.0,74.22714030570108,0.0,0.0
1,29,5,Router6,0.0,73.56247977981026,0.0,0.0
1,30,5,Router6,0.0,23.647817362507443,0.0,0.0
1,31,1,Router2,0.0,53.16475020021555,0.0,0.0
1,32,6,Router7,0.0,0.0,0.0,0.0
1,33,5,Router6,0.0,58.444420664146556,0.0,0.0
1,34,6,Router7,0.0,36.11197823122693,0.0,0.0
1,35,0,Router1,0.0,51.03713384943887,0.0,0.0
1,36,6,Router7,0.0,56.47842905866922,0.0,0.0
1,37,1,Router2,0.0,27.228298120435124,0.0,0.0
1,38,2,Router3,0.0,47.39873658780768,0.0,0.0
1,39,9,Router10,0.0,70.71345949334065,0.0,0.0
1,40,0,Router1,0.0,82.33479626908691,0.0,0.0
1,41,2,Router3,0.0,26.082891767104563,0.0,0.0
1,42,9,Router10,0.0,47.99214806706896,0.0,0.0
1,43,2,Router3,0.0,0.0,0.0,0.0
1,44,4,Router5,0.0,84.14146254229959,0.0,0.0
1,45,8,Router9,0.0,98.40867123170476,0.0,0.0
1,46,8,Router9,0.0,28.45467191543062,0.0,0.0
1,47,3,Router4,0.0,34.227217198549575,0.0,0.0
1,48,2,Router3,0.0,0.0,0.0,0.0
1,49,6,Router7,0.0,28.940233871125617,0.0,0.0
1,50,2,Router3,0.0,85.6082550927581,0.0,0.0
1,51,9,Router10,0.0,71.15846780254684,0.0,0.0
1,52,8,Router9,0.0,49.615686061488255,0.0,0.0
1,53,7,Router8,0.0,58.856640483471665,0.0,0.0
1,54,5,Router6,0.0,48.452875582021534,0.0,0.0
1,55,8,Router9,0.0,47.35823102321491,0.0,0.0
1,56,8,Router9,0.0,55.550021045513994,0.0,0.0
1,57,8,Router9,0.0,38.57804744725387,0.0,0.0
1,58,5,Router6,0.0,0.0,0.0,0.0
1,59,8,Router9,0.0,0.0,0.0,0.0
1,60,3,Router4,0.0,64.21404576634279,0.0,0.0
1,61,8,Router9,0.0,46.66110940967781,0.0,0.0
1,62,0,Router1,0.0,19.316066110073105,0.0,0.0
1,63,8,Router9,0.0,24.369242467159587,0.0,0.0
1,64,4,Router5,0.0,42.80884116063844,0.0,0.0
1,65,6,Router7,0.0,36.50512163803847,0.0,0.0
1,66,9,Router10,0.0,60.56043749600312,0.0,0.0
1,67,9,Router10,0.0,66.12836336741114,0.0,0.0
1,68,8,Router9,0.0,25.46240303884022,0.0,0.0
1,69,8,Router9,0.0,42.021804910882864,0.0,0.0
1,70,3,Router4,0.0,97.84575588378756,0.0,0.0
1,71,9,Router10,0.0,55.680384997784344,0.0,0.0
1,72,0,Router1,0.0,51.265336009096195,0.0,0.0
1,73,4,Router5,0.0,49.67408408001777,0.0,0.0
1,74,2,Router3,0.0,0.0,0.0,0.0
1,75,1,Router2,0.0,71.66376125120652,0.0,0.0
1,76,8,Router9,0.0,0.0,0.0,0.0
1,77,1,Router2,0.0,69.74578960505868,0.0,0.0
1,78,5,Router6,0.0,49.0735909820222,0.0,0.0
1,79,1,Router2,0.0,44.132539447768885,0.0,0.0
1,80,6,Router7,0.0,33.468052450997554,0.0,0.0
1,81,4,Router5,0.0,33.86122989998209,0.0,0.0
1,82,0,Router1,0.0,49.65554516485955,0.0,0.0
1,83,2,Router3,0.0,46.32209490195319,0.0,0.0
1,84,6,Router7,0.0,96.21324363021793,0.0,0.0
1,85,4,Router5,0.0,44.74044307258578,0.0,0.0
1,86,6,Router7,0.0,40.39206197059797,0.0,0.0
1,87,7,Router8,0.0,82.1650568270487,0.0,0.0
1,88,0,Router1,0.0,41.23362070262825,0.0,0.0
1,89,1,Router2,0.0,0.0,0.0,0.0
1,90,6,Router7,0.0,95.7654093431432,0.0,0.0
1,91,9,Router10,0.0,47.09451176345291,0.0,0.0
1,92,1,Router2,0.0,0.0,0.0,0.0
1,93,2,Router3,0.0,58.50867744563663,0.0,0.0
1,94,2,Router3,0.0,57.873265622050155,0.0,0.0
1,95,0,Router1,0.0,0.0,0.0,0.0
1,96,2,Router3,0.0,54.88886643636924,0.0,0.0
1,97,8,Router9,0.0,94.3216658469478,0.0,0.0
1,98,5,Router6,0.0,66.9904139071951,0.0,0.0
1,99,9,Router10,0.0,59.762205014236386,0.0,0.0
1,100,8,Router9,0.0,0.0,0.0,0.0
2,1,8,Router9,0.0,0.0,0.0,0.0
2,2,4,Router5,0.0,63.08232951374339,0.0,0.0
2,3,6,Router7,0.0,10.438320977855737,0.0,0.0
2,4,1,Router2,0.0,76.00360315590657,0.0,0.0
2,5,3,Router4,0.0,23.834362198082548,0.0,0.0
2,6,0,Router1,0.0,0.0,0.0,0.0
2,7,8,Router9,0.0,0.0,0.0,0.0
2,8,9,Router10,0.0,41.51237471365133,0.0,0.0
2,9,6,Router7,0.0,68.86238715509396,0.0,0.0
2,10,1,Router2,0.0,0.0,0.0,0.0
