episode,iteration,selected_router_index,selected_router_name,chr,latency_ms,cache_occupancy,cmba
1,1,7,Router8,0.0,50.765821500399724,0.0,0.0
1,2,6,Router7,0.0,62.640414542921256,0.0,0.0
1,3,0,Router1,0.0,52.792635031513065,0.0,0.0
1,4,0,Router1,0.0,52.792635031513065,0.0,0.0
1,5,6,Router7,0.0,62.640414542921256,0.0,0.0
1,6,4,Router5,0.0,86.81457568374194,0.0,0.0
1,7,2,Router3,0.0,44.11285298174257,0.0,0.0
1,8,2,Router3,0.0,44.11285298174257,0.0,0.0
1,9,5,Router6,0.0,54.202392865590696,0.0,0.0
1,10,5,Router6,0.0,54.202392865590696,0.0,0.0
1,11,4,Router5,0.0,86.81457568374194,0.0,0.0
1,12,9,Router10,0.0,46.91853848142762,0.0,0.0
1,13,9,Router10,0.0,46.91853848142762,0.0,0.0
1,14,4,Router5,0.0,86.81457568374194,0.0,0.0
1,15,3,Router4,0.0,79.26796651676979,0.0,0.0
1,16,8,Router9,0.0,46.019978493075726,0.0,0.0
1,17,6,Router7,0.0,62.640414542921256,0.0,0.0
1,18,2,Router3,0.0,44.11285298174257,0.0,0.0
1,19,6,Router7,0.0,62.640414542921256,0.0,0.0
1,20,3,Router4,0.0,79.26796651676979,0.0,0.0
1,21,5,Router6,0.0,54.202392865590696,0.0,0.0
1,22,7,Router8,0.0,50.765821500399724,0.0,0.0
1,23,3,Router4,0.0,79.26796651676979,0.0,0.0
1,24,6,Router7,0.0,62.640414542921256,0.0,0.0
1,25,4,Router5,0.0,86.81457568374194,0.0,0.0
1,26,0,Router1,0.0,52.792635031513065,0.0,0.0
1,27,6,Router7,0.0,62.640414542921256,0.0,0.0
1,28,9,Router10,0.0,46.91853848142762,0.0,0.0
1,29,7,Router8,0.0,50.765821500399724,0.0,0.0
1,30,7,Router8,0.0,50.765821500399724,0.0,0.0
1,31,5,Router6,0.0,54.202392865590696,0.0,0.0
1,32,8,Router9,0.0,46.019978493075726,0.0,0.0
1,33,2,Router3,0.0,44.11285298174257,0.0,0.0
1,34,6,Router7,0.0,62.640414542921256,0.0,0.0
1,35,7,Router8,0.0,50.765821500399724,0.0,0.0
1,36,3,Router4,0.0,79.26796651676979,0.0,0.0
1,37,4,Router5,0.0,86.81457568374194,0.0,0.0
1,38,0,Router1,0.0,52.792635031513065,0.0,0.0
1,39,5,Router6,0.0,54.202392865590696,0.0,0.0
1,40,8,Router9,0.0,46.019978493075726,0.0,0.0
1,41,7,Router8,0.0,50.765821500399724,0.0,0.0
1,42,6,Router7,0.0,62.640414542921256,0.0,0.0
1,43,7,Router8,0.0,50.765821500399724,0.0,0.0
1,44,9,Router10,0.0,46.91853848142762,0.0,0.0
1,45,7,Router8,0.0,50.765821500399724,0.0,0.0
1,46,3,Router4,0.0,79.26796651676979,0.0,0.0
1,47,1,Router2,0.0,51.08248720870458,0.0,0.0
1,48,9,Router10,0.0,46.91853848142762,0.0,0.0
1,49,1,Router2,0.0,51.08248720870458,0.0,0.0
1,50,3,Router4,0.0,79.26796651676979,0.0,0.0
1,51,3,Router4,0.0,79.26796651676979,0.0,0.0
1,52,7,Router8,0.0,50.765821500399724,0.0,0.0
1,53,0,Router1,0.0,52.792635031513065,0.0,0.0
1,54,4,Router5,0.0,86.81457568374194,0.0,0.0
1,55,6,Router7,0.0,62.640414542921256,0.0,0.0
1,56,6,Router7,0.0,62.640414542921256,0.0,0.0
1,57,9,Router10,0.0,46.91853848142762,0.0,0.0
1,58,6,Router7,0.0,62.640414542921256,0.0,0.0
1,59,5,Router6,0.0,54.202392865590696,0.0,0.0
1,60,9,Router10,0.0,46.91853848142762,0.0,0.0
1,61,7,Router8,0.0,50.765821500399724,0.0,0.0
1,62,6,Router7,0.0,62.640414542921256,0.0,0.0
1,63,0,Router1,0.0,52.792635031513065,0.0,0.0
1,64,3,Router4,0.0,79.26796651676979,0.0,0.0
1,65,3,Router4,0.0,79.26796651676979,0.0,0.0
1,66,8,Router9,0.0,46.019978493075726,0.0,0.0
1,67,5,Router6,0.0,54.202392865590696,0.0,0.0
1,68,2,Router3,0.0,44.11285298174257,0.0,0.0
1,69,4,Router5,0.0,86.81457568374194,0.0,0.0
1,70,6,Router7,0.0,62.640414542921256,0.0,0.0
1,71,9,Router10,0.0,46.91853848142762,0.0,0.0
1,72,7,Router8,0.0,50.765821500399724,0.0,0.0
1,73,7,Router8,0.0,50.765821500399724,0.0,0.0
1,74,4,Router5,0.0,86.81457568374194,0.0,0.0
1,75,7,Router8,0.0,50.765821500399724,0.0,0.0
1,76,2,Router3,0.0,44.11285298174257,0.0,0.0
1,77,0,Router1,0.0,52.792635031513065,0.0,0.0
1,78,3,Router4,0.0,79.26796651676979,0.0,0.0
1,79,0,Router1,0.0,52.792635031513065,0.0,0.0
1,80,1,Router2,0.0,51.08248720870458,0.0,0.0
1,81,2,Router3,0.0,44.11285298174257,0.0,0.0
1,82,0,Router1,0.0,52.792635031513065,0.0,0.0
1,83,2,Router3,0.0,44.11285298174257,0.0,0.0
1,84,8,Router9,0.0,46.019978493075726,0.0,0.0
1,85,4,Router5,0.0,86.81457568374194,0.0,0.0
1,86,6,Router7,0.0,62.640414542921256,0.0,0.0
1,87,0,Router1,0.0,52.792635031513065,0.0,0.0
1,88,3,Router4,0.0,79.26796651676979,0.0,0.0
1,89,2,Router3,0.0,44.11285298174257,0.0,0.0
1,90,4,Router5,0.0,86.81457568374194,0.0,0.0
1,91,2,Router3,0.0,44.11285298174257,0.0,0.0
1,92,3,Router4,0.0,79.26796651676979,0.0,0.0
1,93,7,Router8,0.0,50.765821500399724,0.0,0.0
1,94,7,Router8,0.0,50.765821500399724,0.0,0.0
1,95,8,Router9,0.0,46.019978493075726,0.0,0.0
1,96,2,Router3,0.0,44.11285298174257,0.0,0.0
1,97,9,Router10,0.0,46.91853848142762,0.0,0.0
1,98,0,Router1,0.0,52.792635031513065,0.0,0.0
1,99,0,Router1,0.0,52.792635031513065,0.0,0.0
1,100,2,Router3,0.0,44.11285298174257,0.0,0.0
2,1,5,Router6,0.0,54.202392865590696,0.0,0.0
2,2,0,Router1,0.0,52.792635031513065,0.0,0.0
2,3,4,Router5,0.0,86.81457568374194,0.0,0.0
2,4,7,Router8,0.0,50.765821500399724,0.0,0.0
2,5,8,Router9,0.0,46.019978493075726,0.0,0.0
2,6,4,Router5,0.0,86.81457568374194,0.0,0.0
2,7,2,Router3,0.0,44.11285298174257,0.0,0.0
2,8,0,Router1,0.0,52.792635031513065,0.0,0.0
2,9,7,Router8,0.0,50.765821500399724,0.0,0.0
2,10,1,Router2,0.0,51.08248720870458,0.0,0.0
2,11,5,Router6,0.0,54.202392865590696,0.0,0.0
2,12,8,Router9,0.0,46.019978493075726,0.0,0.0
2,13,2,Router3,0.0,44.11285298174257,0.0,0.0
2,14,2,Router3,0.0,44.11285298174257,0.0,0.0
2,15,2,Router3,0.0,44.11285298174257,0.0,0.0
2,16,4,Router5,0.0,86.81457568374194,0.0,0.0
2,17,3,Router4,0.0,79.26796651676979,0.0,0.0
2,18,2,Router3,0.0,44.11285298174257,0.0,0.0
2,19,1,Router2,0.0,51.08248720870458,0.0,0.0
2,20,2,Router3,0.0,44.11285298174257,0.0,0.0
2,21,2,Router3,0.0,44.11285298174257,0.0,0.0
2,22,1,Router2,0.0,51.08248720870458,0.0,0.0
2,23,1,Router2,0.0,51.08248720870458,0.0,0.0
2,24,6,Router7,0.0,62.640414542921256,0.0,0.0
2,25,5,Router6,0.0,54.202392865590696,0.0,0.0
2,26,7,Router8,0.0,50.765821500399724,0.0,0.0
2,27,7,Router8,0.0,50.765821500399724,0.0,0.0
2,28,9,Router10,0.0,46.91853848142762,0.0,0.0
2,29,2,Router3,0.0,44.11285298174257,0.0,0.0
2,30,2,Router3,0.0,44.11285298174257,0.0,0.0
2,31,6,Router7,0.0,62.640414542921256,0.0,0.0
2,32,6,Router7,0.0,62.640414542921256,0.0,0.0
2,33,0,Router1,0.0,52.792635031513065,0.0,0.0
2,34,0,Router1,0.0,52.792635031513065,0.0,0.0
2,35,9,Router10,0.0,46.91853848142762,0.0,0.0
2,36,2,Router3,0.0,44.11285298174257,0.0,0.0
2,37,2,Router3,0.0,44.11285298174257,0.0,0.0
2,38,2,Router3,0.0,44.11285298174257,0.0,0.0
2,39,7,Router8,0.0,50.765821500399724,0.0,0.0
2,40,7,Router8,0.0,50.765821500399724,0.0,0.0
2,41,2,Router3,0.0,44.11285298174257,0.0,0.0
2,42,3,Router4,0.0,79.26796651676979,0.0,0.0
2,43,5,Router6,0.0,54.202392865590696,0.0,0.0
2,44,4,Router5,0.0,86.81457568374194,0.0,0.0
2,45,2,Router3,0.0,44.11285298174257,0.0,0.0
2,46,2,Router3,0.0,44.11285298174257,0.0,0.0
2,47,2,Router3,0.0,44.11285298174257,0.0,0.0
2,48,8,Router9,0.0,46.019978493075726,0.0,0.0
2,49,2,Router3,0.0,44.11285298174257,0.0,0.0
2,50,2,Router3,0.0,44.11285298174257,0.0,0.0
2,51,2,Router3,0.0,44.11285298174257,0.0,0.0
2,52,5,Router6,0.0,54.202392865590696,0.0,0.0
2,53,4,Router5,0.0,86.81457568374194,0.0,0.0
2,54,8,Router9,0.0,46.019978493075726,0.0,0.0
2,55,6,Router7,0.0,62.640414542921256,0.0,0.0
2,56,7,Router8,0.0,50.765821500399724,0.0,0.0
2,57,2,Router3,0.0,44.11285298174257,0.0,0.0
2,58,0,Router1,0.0,52.792635031513065,0.0,0.0
2,59,1,Router2,0.0,51.08248720870458,0.0,0.0
2,60,1,Router2,0.0,51.08248720870458,0.0,0.0
2,61,2,Router3,0.0,44.11285298174257,0.0,0.0
2,62,4,Router5,0.0,86.81457568374194,0.0,0.0
2,63,7,Router8,0.0,50.765821500399724,0.0,0.0
2,64,3,Router4,0.0,79.26796651676979,0.0,0.0
2,65,2,Router3,0.0,44.11285298174257,0.0,0.0
2,66,8,Router9,0.0,46.019978493075726,0.0,0.0
2,67,5,Router6,0.0,54.202392865590696,0.0,0.0
2,68,1,Router2,0.0,51.08248720870458,0.0,0.0
2,69,8,Router9,0.0,46.019978493075726,0.0,0.0
2,70,1,Router2,0.0,51.08248720870458,0.0,0.0
2,71,2,Router3,0.0,44.11285298174257,0.0,0.0
2,72,9,Router10,0.0,46.91853848142762,0.0,0.0
2,73,9,Router10,0.0,46.91853848142762,0.0,0.0
2,74,9,Router10,0.0,46.91853848142762,0.0,0.0
2,75,0,Router1,0.0,52.792635031513065,0.0,0.0
2,76,1,Router2,0.0,51.08248720870458,0.0,0.0
2,77,7,Router8,0.0,50.765821500399724,0.0,0.0
2,78,2,Router3,0.0,44.11285298174257,0.0,0.0
2,79,2,Router3,0.0,44.11285298174257,0.0,0.0
2,80,5,Router6,0.0,54.202392865590696,0.0,0.0
2,81,3,Router4,0.0,79.26796651676979,0.0,0.0
2,82,2,Router3,0.0,44.11285298174257,0.0,0.0
2,83,4,Router5,0.0,86.81457568374194,0.0,0.0
2,84,2,Router3,0.0,44.11285298174257,0.0,0.0
2,85,2,Router3,0.0,44.11285298174257,0.0,0.0
2,86,2,Router3,0.0,44.11285298174257,0.0,0.0
2,87,2,Router3,0.0,44.11285298174257,0.0,0.0
2,88,2,Router3,0.0,44.11285298174257,0.0,0.0
2,89,2,Router3,0.0,44.11285298174257,0.0,0.0
2,90,7,Router8,0.0,50.765821500399724,0.0,0.0
2,91,7,Router8,0.0,50.765821500399724,0.0,0.0
2,92,1,Router2,0.0,51.08248720870458,0.0,0.0
2,93,6,Router7,0.0,62.640414542921256,0.0,0.0
2,94,7,Router8,0.0,50.765821500399724,0.0,0.0
2,95,0,Router1,0.0,52.792635031513065,0.0,0.0
2,96,7,Router8,0.0,50.765821500399724,0.0,0.0
2,97,2,Router3,0.0,44.11285298174257,0.0,0.0
2,98,2,Router3,0.0,44.11285298174257,0.0,0.0
2,99,2,Router3,0.0,44.11285298174257,0.0,0.0
2,100,6,Router7,0.0,62.640414542921256,0.0,0.0
3,1,2,Router3,0.0,44.11285298174257,0.0,0.0
3,2,2,Router3,0.0,44.11285298174257,0.0,0.0
3,3,2,Router3,0.0,44.11285298174257,0.0,0.0
3,4,6,Router7,0.0,62.640414542921256,0.0,0.0
3,5,2,Router3,0.0,44.11285298174257,0.0,0.0
3,6,8,Router9,0.0,46.019978493075726,0.0,0.0
3,7,6,Router7,0.0,62.640414542921256,0.0,0.0
3,8,2,Router3,0.0,44.11285298174257,0.0,0.0
3,9,3,Router4,0.0,79.26796651676979,0.0,0.0
3,10,9,Router10,0.0,46.91853848142762,0.0,0.0
3,11,6,Router7,0.0,62.640414542921256,0.0,0.0
3,12,9,Router10,0.0,46.91853848142762,0.0,0.0
3,13,7,Router8,0.0,50.765821500399724,0.0,0.0
3,14,5,Router6,0.0,54.202392865590696,0.0,0.0
3,15,2,Router3,0.0,44.11285298174257,0.0,0.0
3,16,7,Router8,0.0,50.765821500399724,0.0,0.0
3,17,2,Router3,0.0,44.11285298174257,0.0,0.0
3,18,2,Router3,0.0,44.11285298174257,0.0,0.0
3,19,9,Router10,0.0,46.91853848142762,0.0,0.0
3,20,2,Router3,0.0,44.11285298174257,0.0,0.0
3,21,2,Router3,0.0,44.11285298174257,0.0,0.0
3,22,6,Router7,0.0,62.640414542921256,0.0,0.0
3,23,2,Router3,0.0,44.11285298174257,0.0,0.0
3,24,6,Router7,0.0,62.640414542921256,0.0,0.0
3,25,1,Router2,0.0,51.08248720870458,0.0,0.0
3,26,2,Router3,0.0,44.11285298174257,0.0,0.0
3,27,3,Router4,0.0,79.26796651676979,0.0,0.0
3,28,2,Router3,0.0,44.11285298174257,0.0,0.0
3,29,2,Router3,0.0,44.11285298174257,0.0,0.0
3,30,8,Router9,0.0,46.019978493075726,0.0,0.0
3,31,2,Router3,0.0,44.11285298174257,0.0,0.0
3,32,6,Router7,0.0,62.640414542921256,0.0,0.0
3,33,2,Router3,0.0,44.11285298174257,0.0,0.0
3,34,6,Router7,0.0,62.640414542921256,0.0,0.0
3,35,2,Router3,0.0,44.11285298174257,0.0,0.0
3,36,2,Router3,0.0,44.11285298174257,0.0,0.0
3,37,2,Router3,0.0,44.11285298174257,0.0,0.0
3,38,2,Router3,0.0,44.11285298174257,0.0,0.0
3,39,2,Router3,0.0,44.11285298174257,0.0,0.0
3,40,2,Router3,0.0,44.11285298174257,0.0,0.0
3,41,0,Router1,0.0,52.792635031513065,0.0,0.0
3,42,2,Router3,0.0,44.11285298174257,0.0,0.0
3,43,3,Router4,0.0,79.26796651676979,0.0,0.0
3,44,2,Router3,0.0,44.11285298174257,0.0,0.0
3,45,1,Router2,0.0,51.08248720870458,0.0,0.0
3,46,5,Router6,0.0,54.202392865590696,0.0,0.0
3,47,2,Router3,0.0,44.11285298174257,0.0,0.0
3,48,0,Router1,0.0,52.792635031513065,0.0,0.0
3,49,2,Router3,0.0,44.11285298174257,0.0,0.0
