Router,Reach_raw,Reach_norm
Publisher1,5.75,0.3008474576271187
Publisher2,5.75,0.3008474576271187
Router1,4.566666666666666,0.0
Router10,8.5,1.0
Router2,4.566666666666666,0.0
Router3,4.566666666666666,0.0
Router4,5.733333333333333,0.29661016949152547
Router5,5.733333333333333,0.29661016949152547
Router6,5.733333333333333,0.29661016949152547
Router7,6.666666666666667,0.5338983050847459
Router8,6.666666666666667,0.5338983050847459
Router9,6.666666666666667,0.5338983050847459
