Router,Degree
Publisher1,0.09090909090909091
Publisher2,0.09090909090909091
Router1,0.09090909090909091
Router10,0.45454545454545453
Router2,0.09090909090909091
Router3,0.09090909090909091
Router4,0.18181818181818182
Router5,0.18181818181818182
Router6,0.18181818181818182
Router7,0.18181818181818182
Router8,0.18181818181818182
Router9,0.18181818181818182
