episode,iteration,reward,loss,done
1,1,-0.21196368838438315,0.0,False
1,2,-0.25,0.0,False
1,3,-0.25,0.0,False
1,4,-0.12498558789216724,0.0,False
1,5,-0.0963767013952745,0.0,False
1,6,-0.153178208523466,0.0,False
1,7,-0.25,0.0,False
1,8,0.0,0.0,False
1,9,-0.02600805806083244,0.0,False
1,10,-0.05858967672637811,0.0,False
1,11,-0.05858967672637811,0.0,False
1,12,-0.09355814894139045,0.0,False
1,13,-0.0963767013952745,0.0,False
1,14,-0.09355814894139045,0.0,False
1,15,-0.153178208523466,0.0,False
1,16,-0.05858967672637811,0.0,False
1,17,0.0,0.0,False
1,18,0.0,0.0,False
1,19,-0.0963767013952745,0.0,False
1,20,-0.0963767013952745,0.0,False
1,21,-0.21196368838438315,0.0,False
1,22,-0.153178208523466,0.0,False
1,23,-0.02600805806083244,0.0,False
1,24,-0.25,0.0,False
1,25,-0.05858967672637811,0.0,False
1,26,-0.12498558789216724,0.0,False
1,27,-0.12498558789216724,0.0,False
1,28,0.0,0.0,False
1,29,-0.09355814894139045,0.0,False
1,30,-0.02600805806083244,0.0,False
1,31,-0.02600805806083244,0.0,False
1,32,-0.0963767013952745,0.0,False
1,33,-0.09355814894139045,0.0,False
1,34,-0.02600805806083244,0.0,False
1,35,-0.25,0.0,False
1,36,-0.09355814894139045,0.0,False
1,37,-0.18599078063948307,0.0,False
1,38,-0.21196368838438315,0.0,False
1,39,-0.0963767013952745,0.0,False
1,40,0.0,0.0,False
1,41,-0.09355814894139045,0.0,False
1,42,-0.02600805806083244,0.0,False
1,43,-0.0963767013952745,0.0,False
1,44,-0.25,0.0,False
1,45,-0.09355814894139045,0.0,False
1,46,-0.18599078063948307,0.0,False
1,47,-0.09355814894139045,0.0,False
1,48,-0.18599078063948307,0.0,False
1,49,-0.0963767013952745,0.0,False
1,50,-0.02600805806083244,0.0,False
1,51,-0.18599078063948307,0.0,False
1,52,-0.25,0.0,False
1,53,-0.05858967672637811,0.0,False
1,54,-0.18599078063948307,0.0,False
1,55,-0.25,0.0,False
1,56,-0.25,0.0,False
1,57,-0.12498558789216724,0.0,False
1,58,-0.0963767013952745,0.0,False
1,59,-0.153178208523466,0.0,False
1,60,-0.05858967672637811,0.0,False
1,61,-0.12498558789216724,0.0,False
1,62,-0.25,0.0,False
1,63,-0.12498558789216724,0.0,False
1,64,-0.02600805806083244,0.010784460231661797,False
1,65,-0.18599078063948307,0.008231602609157562,False
1,66,-0.0963767013952745,0.005723320413380861,False
1,67,-0.05858967672637811,0.00419314531609416,False
1,68,0.0,0.0028731392230838537,False
1,69,-0.09355814894139045,0.001984847942367196,False
1,70,-0.18599078063948307,0.001029866747558117,False
1,71,-0.02600805806083244,0.000762680487241596,False
1,72,-0.25,0.0005120728746987879,False
1,73,-0.25,0.0003325423749629408,False
1,74,-0.0963767013952745,0.00043457711581140757,False
1,75,-0.21196368838438315,0.0005341245559975505,False
1,76,-0.0963767013952745,0.0005411358433775604,False
1,77,-0.05858967672637811,0.0005831547314301133,False
1,78,0.0,0.0005202419124543667,False
1,79,-0.18599078063948307,0.00047267929767258465,False
1,80,0.0,0.0003792177012655884,False
1,81,-0.12498558789216724,0.0002640622260514647,False
1,82,0.0,0.00017733403365127742,False
1,83,-0.25,0.0001536931813461706,False
1,84,-0.05858967672637811,0.00012379356485325843,False
1,85,0.0,0.00010046464740298688,False
1,86,0.0,0.00010382656910223886,False
1,87,-0.21196368838438315,0.00014848526916466653,False
