episode,iteration,selected_router_index,selected_router_name,chr,latency_ms,cache_occupancy,cmba
1,1,4,Router5,0.0,62.838591319060875,0.0,0.0
1,2,9,Router10,0.0,56.264357966848905,0.0,0.0
1,3,3,Router4,0.0,60.71681705778799,0.0,0.0
1,4,1,Router2,0.0,59.1911881887995,0.0,0.0
1,5,8,Router9,0.0,62.56255753389853,0.0,0.0
1,6,5,Router6,0.0,46.20576662558937,0.0,0.0
1,7,7,Router8,0.0,53.61710993690268,0.0,0.0
1,8,8,Router9,0.0,62.56255753389853,0.0,0.0
1,9,4,Router5,0.0,62.838591319060875,0.0,0.0
1,10,8,Router9,0.0,62.56255753389853,0.0,0.0
1,11,0,Router1,0.0,45.32515768593472,0.0,0.0
1,12,1,Router2,0.0,59.1911881887995,0.0,0.0
1,13,3,Router4,0.0,60.71681705778799,0.0,0.0
1,14,5,Router6,0.0,46.20576662558937,0.0,0.0
1,15,8,Router9,0.0,62.56255753389853,0.0,0.0
1,16,0,Router1,0.0,45.32515768593472,0.0,0.0
1,17,1,Router2,0.0,59.1911881887995,0.0,0.0
1,18,2,Router3,0.0,79.11871983738632,0.0,0.0
1,19,9,Router10,0.0,56.264357966848905,0.0,0.0
1,20,2,Router3,0.0,79.11871983738632,0.0,0.0
1,21,2,Router3,0.0,79.11871983738632,0.0,0.0
1,22,6,Router7,0.0,54.20832459456345,0.0,0.0
1,23,3,Router4,0.0,60.71681705778799,0.0,0.0
1,24,9,Router10,0.0,56.264357966848905,0.0,0.0
1,25,5,Router6,0.0,46.20576662558937,0.0,0.0
1,26,3,Router4,0.0,60.71681705778799,0.0,0.0
1,27,5,Router6,0.0,46.20576662558937,0.0,0.0
1,28,5,Router6,0.0,46.20576662558937,0.0,0.0
1,29,4,Router5,0.0,62.838591319060875,0.0,0.0
1,30,9,Router10,0.0,56.264357966848905,0.0,0.0
1,31,0,Router1,0.0,45.32515768593472,0.0,0.0
1,32,8,Router9,0.0,62.56255753389853,0.0,0.0
1,33,5,Router6,0.0,46.20576662558937,0.0,0.0
1,34,2,Router3,0.0,79.11871983738632,0.0,0.0
1,35,0,Router1,0.0,45.32515768593472,0.0,0.0
1,36,6,Router7,0.0,54.20832459456345,0.0,0.0
1,37,6,Router7,0.0,54.20832459456345,0.0,0.0
1,38,3,Router4,0.0,60.71681705778799,0.0,0.0
1,39,9,Router10,0.0,56.264357966848905,0.0,0.0
1,40,0,Router1,0.0,45.32515768593472,0.0,0.0
1,41,6,Router7,0.0,54.20832459456345,0.0,0.0
1,42,8,Router9,0.0,62.56255753389853,0.0,0.0
1,43,7,Router8,0.0,53.61710993690268,0.0,0.0
1,44,4,Router5,0.0,62.838591319060875,0.0,0.0
1,45,5,Router6,0.0,46.20576662558937,0.0,0.0
1,46,2,Router3,0.0,79.11871983738632,0.0,0.0
1,47,0,Router1,0.0,45.32515768593472,0.0,0.0
1,48,4,Router5,0.0,62.838591319060875,0.0,0.0
1,49,0,Router1,0.0,45.32515768593472,0.0,0.0
1,50,6,Router7,0.0,54.20832459456345,0.0,0.0
1,51,9,Router10,0.0,56.264357966848905,0.0,0.0
1,52,8,Router9,0.0,62.56255753389853,0.0,0.0
1,53,5,Router6,0.0,46.20576662558937,0.0,0.0
1,54,3,Router4,0.0,60.71681705778799,0.0,0.0
1,55,7,Router8,0.0,53.61710993690268,0.0,0.0
1,56,9,Router10,0.0,56.264357966848905,0.0,0.0
1,57,5,Router6,0.0,46.20576662558937,0.0,0.0
1,58,4,Router5,0.0,62.838591319060875,0.0,0.0
1,59,1,Router2,0.0,59.1911881887995,0.0,0.0
1,60,8,Router9,0.0,62.56255753389853,0.0,0.0
1,61,8,Router9,0.0,62.56255753389853,0.0,0.0
1,62,3,Router4,0.0,60.71681705778799,0.0,0.0
1,63,7,Router8,0.0,53.61710993690268,0.0,0.0
1,64,8,Router9,0.0,62.56255753389853,0.0,0.0
